timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1660583711609,518,001_Launch_Request,200,OK,Thread Group 1-1,text,true,,1324,449,1,1,https://blazedemo.com/,516,0,137
1660583711578,518,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1324,449,1,1,null,516,32,137
1660583712128,396,002_Find_Flights_Request,200,OK,Thread Group 1-1,text,true,,1529,635,1,1,https://blazedemo.com/reserve.php,395,0,0
1660583712127,396,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1529,635,1,1,null,395,2,0
1660583712526,234,003_Select_Flight_Request,200,OK,Thread Group 1-1,text,true,,1840,691,1,1,https://blazedemo.com/purchase.php,234,0,0
1660583712525,234,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1840,691,1,1,null,234,2,0
1660583712761,378,004_Purchase_Flight_Request,200,OK,Thread Group 1-1,text,true,,1595,817,1,1,https://blazedemo.com/confirmation.php,377,0,0
1660583712761,378,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1595,817,1,1,null,377,1,0
1660583713141,313,001_Launch_Request,200,OK,Thread Group 1-1,text,true,,1434,449,1,1,https://blazedemo.com/,312,0,0
1660583713140,313,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1434,449,1,1,null,312,2,0
1660583713455,227,002_Find_Flights_Request,200,OK,Thread Group 1-1,text,true,,1566,635,1,1,https://blazedemo.com/reserve.php,225,0,0
1660583713455,227,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1566,635,1,1,null,225,1,0
1660583713684,445,003_Select_Flight_Request,200,OK,Thread Group 1-1,text,true,,1789,691,2,2,https://blazedemo.com/purchase.php,445,0,0
1660583713683,445,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1789,691,2,2,null,445,1,0
1660583714081,389,001_Launch_Request,200,OK,Thread Group 1-2,text,true,,1561,449,2,2,https://blazedemo.com/,389,0,51
1660583714079,389,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1561,449,2,2,null,389,3,51
1660583714130,422,004_Purchase_Flight_Request,200,OK,Thread Group 1-1,text,true,,1486,817,2,2,https://blazedemo.com/confirmation.php,420,0,0
1660583714129,422,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1486,817,2,2,null,420,1,0
1660583714471,242,002_Find_Flights_Request,200,OK,Thread Group 1-2,text,true,,1499,635,2,2,https://blazedemo.com/reserve.php,241,0,0
1660583714471,242,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1499,635,2,2,null,241,0,0
1660583714552,232,001_Launch_Request,200,OK,Thread Group 1-1,text,true,,1352,449,2,2,https://blazedemo.com/,231,0,0
1660583714552,232,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1352,449,2,2,null,231,0,0
1660583714785,290,002_Find_Flights_Request,200,OK,Thread Group 1-1,text,true,,1570,635,2,2,https://blazedemo.com/reserve.php,289,0,0
1660583714784,290,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1570,635,2,2,null,289,1,0
1660583714714,516,003_Select_Flight_Request,200,OK,Thread Group 1-2,text,true,,1687,691,2,2,https://blazedemo.com/purchase.php,515,0,0
1660583714714,516,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1687,691,2,2,null,515,0,0
1660583715076,235,003_Select_Flight_Request,200,OK,Thread Group 1-1,text,true,,1847,691,2,2,https://blazedemo.com/purchase.php,235,0,0
1660583715075,235,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1847,691,2,2,null,235,2,0
1660583715312,389,004_Purchase_Flight_Request,200,OK,Thread Group 1-1,text,true,,1515,817,2,2,https://blazedemo.com/confirmation.php,389,0,0
1660583715312,389,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1515,817,2,2,null,389,0,0
1660583715231,592,004_Purchase_Flight_Request,200,OK,Thread Group 1-2,text,true,,1589,817,2,2,https://blazedemo.com/confirmation.php,592,0,0
1660583715230,592,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1589,817,2,2,null,592,2,0
1660583715702,218,001_Launch_Request,200,OK,Thread Group 1-1,text,true,,1437,449,2,2,https://blazedemo.com/,217,0,0
1660583715702,218,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1437,449,2,2,null,217,1,0
1660583715825,251,001_Launch_Request,200,OK,Thread Group 1-2,text,true,,1360,449,2,2,https://blazedemo.com/,250,0,0
1660583715824,251,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1360,449,2,2,null,250,1,0
1660583715921,255,002_Find_Flights_Request,200,OK,Thread Group 1-1,text,true,,1417,635,2,2,https://blazedemo.com/reserve.php,253,0,0
1660583715921,255,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1417,635,2,2,null,253,1,0
1660583716077,226,002_Find_Flights_Request,200,OK,Thread Group 1-2,text,true,,1513,635,2,2,https://blazedemo.com/reserve.php,225,0,0
1660583716076,226,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1513,635,2,2,null,225,1,0
1660583716304,315,003_Select_Flight_Request,200,OK,Thread Group 1-2,text,true,,1811,691,2,2,https://blazedemo.com/purchase.php,315,0,0
1660583716303,315,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1811,691,2,2,null,315,2,0
1660583716177,500,003_Select_Flight_Request,200,OK,Thread Group 1-1,text,true,,1716,691,2,2,https://blazedemo.com/purchase.php,500,0,0
1660583716177,500,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1716,691,2,2,null,500,0,0
1660583716620,288,004_Purchase_Flight_Request,200,OK,Thread Group 1-2,text,true,,1582,817,2,2,https://blazedemo.com/confirmation.php,286,0,0
1660583716620,288,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1582,817,2,2,null,286,1,0
1660583716678,290,004_Purchase_Flight_Request,200,OK,Thread Group 1-1,text,true,,1627,817,2,2,https://blazedemo.com/confirmation.php,288,0,0
1660583716678,290,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1627,817,2,2,null,288,1,0
1660583716910,244,001_Launch_Request,200,OK,Thread Group 1-2,text,true,,1379,449,2,2,https://blazedemo.com/,243,0,0
1660583716909,244,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1379,449,2,2,null,243,1,0
1660583716969,233,001_Launch_Request,200,OK,Thread Group 1-1,text,true,,1530,449,2,2,https://blazedemo.com/,230,0,0
1660583716969,233,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1530,449,2,2,null,230,0,0
1660583717202,339,002_Find_Flights_Request,200,OK,Thread Group 1-1,text,true,,1452,635,2,2,https://blazedemo.com/reserve.php,339,0,0
1660583717202,339,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1452,635,2,2,null,339,1,0
1660583717154,566,002_Find_Flights_Request,200,OK,Thread Group 1-2,text,true,,1552,635,2,2,https://blazedemo.com/reserve.php,565,0,0
1660583717154,566,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1552,635,2,2,null,565,0,0
1660583717542,285,003_Select_Flight_Request,200,OK,Thread Group 1-1,text,true,,1807,691,2,2,https://blazedemo.com/purchase.php,285,0,0
1660583717542,285,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1807,691,2,2,null,285,1,0
1660583717828,363,004_Purchase_Flight_Request,200,OK,Thread Group 1-1,text,true,,1423,817,2,2,https://blazedemo.com/confirmation.php,362,0,0
1660583717828,363,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1423,817,2,2,null,362,0,0
1660583717721,486,003_Select_Flight_Request,200,OK,Thread Group 1-2,text,true,,1647,691,2,2,https://blazedemo.com/purchase.php,486,0,0
1660583717720,486,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1647,691,2,2,null,486,2,0
1660583718191,390,001_Launch_Request,200,OK,Thread Group 1-1,text,true,,1345,449,2,2,https://blazedemo.com/,390,0,0
1660583718191,390,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1345,449,2,2,null,390,0,0
1660583718208,432,004_Purchase_Flight_Request,200,OK,Thread Group 1-2,text,true,,1575,817,2,2,https://blazedemo.com/confirmation.php,427,0,0
1660583718208,432,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1575,817,2,2,null,427,0,0
1660583718581,234,002_Find_Flights_Request,200,OK,Thread Group 1-1,text,true,,1479,635,2,2,https://blazedemo.com/reserve.php,234,0,0
1660583718581,234,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1479,635,2,2,null,234,0,0
1660583718641,387,001_Launch_Request,200,OK,Thread Group 1-2,text,true,,1398,449,2,2,https://blazedemo.com/,385,0,0
1660583718641,387,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1398,449,2,2,null,385,0,0
1660583718815,404,003_Select_Flight_Request,200,OK,Thread Group 1-1,text,true,,1666,691,2,2,https://blazedemo.com/purchase.php,403,0,0
1660583718815,404,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1666,691,2,2,null,403,1,0
1660583719028,257,002_Find_Flights_Request,200,OK,Thread Group 1-2,text,true,,1574,635,2,2,https://blazedemo.com/reserve.php,256,0,0
1660583719028,257,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1574,635,2,2,null,256,1,0
1660583719221,540,004_Purchase_Flight_Request,200,OK,Thread Group 1-1,text,true,,1650,817,2,2,https://blazedemo.com/confirmation.php,539,0,0
1660583719220,540,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1650,817,2,2,null,539,1,0
1660583719286,624,003_Select_Flight_Request,200,OK,Thread Group 1-2,text,true,,1738,691,2,2,https://blazedemo.com/purchase.php,624,0,0
1660583719286,624,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1738,691,2,2,null,624,1,0
1660583719912,295,004_Purchase_Flight_Request,200,OK,Thread Group 1-2,text,true,,1648,817,2,2,https://blazedemo.com/confirmation.php,294,0,0
1660583719911,295,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1648,817,2,2,null,294,2,0
1660583719762,851,001_Launch_Request,200,OK,Thread Group 1-1,text,true,,1491,449,2,2,https://blazedemo.com/,850,0,0
1660583720208,405,001_Launch_Request,200,OK,Thread Group 1-2,text,true,,1515,449,2,2,https://blazedemo.com/,404,0,0
1660583720208,405,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1515,449,2,2,null,404,1,0
1660583719762,851,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1491,449,2,2,null,850,1,0
1660583720615,229,002_Find_Flights_Request,200,OK,Thread Group 1-1,text,true,,1575,635,2,2,https://blazedemo.com/reserve.php,228,0,0
1660583720614,229,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1575,635,2,2,null,228,1,0
1660583720614,454,002_Find_Flights_Request,200,OK,Thread Group 1-2,text,true,,1392,635,2,2,https://blazedemo.com/reserve.php,453,0,0
1660583720614,454,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1392,635,2,2,null,453,0,0
1660583720845,231,003_Select_Flight_Request,200,OK,Thread Group 1-1,text,true,,1624,691,2,2,https://blazedemo.com/purchase.php,231,0,0
1660583720845,231,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1624,691,2,2,null,231,1,0
1660583721069,363,003_Select_Flight_Request,200,OK,Thread Group 1-2,text,true,,1625,691,2,2,https://blazedemo.com/purchase.php,363,0,0
1660583721068,363,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1625,691,2,2,null,363,2,0
1660583721434,305,004_Purchase_Flight_Request,200,OK,Thread Group 1-2,text,true,,1464,817,2,2,https://blazedemo.com/confirmation.php,305,0,0
1660583721077,662,004_Purchase_Flight_Request,200,OK,Thread Group 1-1,text,true,,1606,817,2,2,https://blazedemo.com/confirmation.php,662,0,0
1660583721433,305,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1464,817,2,2,null,305,2,0
1660583721077,662,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1606,817,2,2,null,662,1,0
1660583721741,241,001_Launch_Request,200,OK,Thread Group 1-1,text,true,,1421,449,2,2,https://blazedemo.com/,240,0,0
1660583721740,241,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1421,449,2,2,null,240,1,0
1660583721741,244,001_Launch_Request,200,OK,Thread Group 1-2,text,true,,1465,449,2,2,https://blazedemo.com/,244,0,0
1660583721740,244,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1465,449,2,2,null,244,2,0
1660583721983,372,002_Find_Flights_Request,200,OK,Thread Group 1-1,text,true,,1578,635,2,2,https://blazedemo.com/reserve.php,371,0,0
1660583721983,372,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1578,635,2,2,null,371,0,0
1660583721986,410,002_Find_Flights_Request,200,OK,Thread Group 1-2,text,true,,1588,635,2,2,https://blazedemo.com/reserve.php,409,0,0
1660583721986,410,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1588,635,2,2,null,409,1,0
1660583722356,229,003_Select_Flight_Request,200,OK,Thread Group 1-1,text,true,,1803,691,2,2,https://blazedemo.com/purchase.php,229,0,0
1660583722355,229,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1803,691,2,2,null,229,2,0
1660583722587,289,004_Purchase_Flight_Request,200,OK,Thread Group 1-1,text,true,,1564,817,2,2,https://blazedemo.com/confirmation.php,288,0,0
1660583722586,289,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1564,817,2,2,null,288,2,0
1660583722397,604,003_Select_Flight_Request,200,OK,Thread Group 1-2,text,true,,1835,691,2,2,https://blazedemo.com/purchase.php,603,0,0
1660583722397,604,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1835,691,2,2,null,603,0,0
1660583722877,259,001_Launch_Request,200,OK,Thread Group 1-1,text,true,,1505,449,2,2,https://blazedemo.com/,258,0,0
1660583722877,259,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1505,449,2,2,null,258,0,0
1660583723137,344,002_Find_Flights_Request,200,OK,Thread Group 1-1,text,true,,1644,635,2,2,https://blazedemo.com/reserve.php,344,0,0
1660583723002,479,004_Purchase_Flight_Request,200,OK,Thread Group 1-2,text,true,,1529,817,2,2,https://blazedemo.com/confirmation.php,478,0,0
1660583723001,479,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1529,817,2,2,null,478,2,0
1660583723136,344,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1644,635,2,2,null,344,2,0
1660583723483,269,003_Select_Flight_Request,200,OK,Thread Group 1-1,text,true,,1711,691,2,2,https://blazedemo.com/purchase.php,268,0,0
1660583723482,269,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1711,691,2,2,null,268,2,0
1660583723483,422,001_Launch_Request,200,OK,Thread Group 1-2,text,true,,1372,449,2,2,https://blazedemo.com/,421,0,0
1660583723482,422,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1372,449,2,2,null,421,1,0
1660583723753,228,004_Purchase_Flight_Request,200,OK,Thread Group 1-1,text,true,,1419,817,2,2,https://blazedemo.com/confirmation.php,228,0,0
1660583723753,228,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1419,817,2,2,null,228,1,0
1660583723906,231,002_Find_Flights_Request,200,OK,Thread Group 1-2,text,true,,1448,635,2,2,https://blazedemo.com/reserve.php,231,0,0
1660583723905,231,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1448,635,2,2,null,231,2,0
1660583723983,240,001_Launch_Request,200,OK,Thread Group 1-1,text,true,,1385,449,2,2,https://blazedemo.com/,238,0,0
1660583723982,240,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1385,449,2,2,null,238,1,0
1660583724139,252,003_Select_Flight_Request,200,OK,Thread Group 1-2,text,true,,1765,691,2,2,https://blazedemo.com/purchase.php,252,0,0
1660583724138,252,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1765,691,2,2,null,252,1,0
1660583724224,295,002_Find_Flights_Request,200,OK,Thread Group 1-1,text,true,,1500,635,2,2,https://blazedemo.com/reserve.php,291,0,0
1660583724223,295,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1500,635,2,2,null,291,1,0
1660583724392,292,004_Purchase_Flight_Request,200,OK,Thread Group 1-2,text,true,,1435,817,2,2,https://blazedemo.com/confirmation.php,291,0,0
1660583724392,292,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1435,817,2,2,null,291,0,0
1660583724519,310,003_Select_Flight_Request,200,OK,Thread Group 1-1,text,true,,1800,691,2,2,https://blazedemo.com/purchase.php,310,0,0
1660583724519,310,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1800,691,2,2,null,310,1,0
1660583724685,537,001_Launch_Request,200,OK,Thread Group 1-2,text,true,,1544,449,2,2,https://blazedemo.com/,536,0,0
1660583724831,391,004_Purchase_Flight_Request,200,OK,Thread Group 1-1,text,true,,1637,817,2,2,https://blazedemo.com/confirmation.php,390,0,0
1660583724684,537,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1544,449,2,2,null,536,1,0
1660583724830,391,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,1637,817,2,2,null,390,1,0
1660583725223,296,002_Find_Flights_Request,200,OK,Thread Group 1-2,text,true,,1541,635,1,1,https://blazedemo.com/reserve.php,295,0,0
1660583725222,296,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1541,635,1,1,null,295,2,0
1660583725520,290,003_Select_Flight_Request,200,OK,Thread Group 1-2,text,true,,1635,691,1,1,https://blazedemo.com/purchase.php,289,0,0
1660583725520,290,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1635,691,1,1,null,289,0,0
1660583725811,332,004_Purchase_Flight_Request,200,OK,Thread Group 1-2,text,true,,1426,817,1,1,https://blazedemo.com/confirmation.php,332,0,0
1660583725810,332,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1426,817,1,1,null,332,2,0
1660583726145,305,001_Launch_Request,200,OK,Thread Group 1-2,text,true,,1549,449,1,1,https://blazedemo.com/,305,0,0
1660583726144,305,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1549,449,1,1,null,305,1,0
1660583726451,232,002_Find_Flights_Request,200,OK,Thread Group 1-2,text,true,,1597,635,1,1,https://blazedemo.com/reserve.php,231,0,0
1660583726451,232,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1597,635,1,1,null,231,0,0
1660583726683,238,003_Select_Flight_Request,200,OK,Thread Group 1-2,text,true,,1708,691,1,1,https://blazedemo.com/purchase.php,238,0,0
1660583726682,238,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1708,691,1,1,null,238,2,0
1660583726922,523,004_Purchase_Flight_Request,200,OK,Thread Group 1-2,text,true,,1534,817,1,1,https://blazedemo.com/confirmation.php,523,0,0
1660583726922,523,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1534,817,1,1,null,523,1,0
1660583727447,311,001_Launch_Request,200,OK,Thread Group 1-2,text,true,,1359,449,1,1,https://blazedemo.com/,311,0,0
1660583727446,311,001_Launch,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1359,449,1,1,null,311,2,0
1660583727759,255,002_Find_Flights_Request,200,OK,Thread Group 1-2,text,true,,1532,635,1,1,https://blazedemo.com/reserve.php,254,0,0
1660583727759,255,002_Find_Flights,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1532,635,1,1,null,254,0,0
1660583728015,586,003_Select_Flight_Request,200,OK,Thread Group 1-2,text,true,,1843,691,1,1,https://blazedemo.com/purchase.php,585,0,0
1660583728015,586,003_Select_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1843,691,1,1,null,585,0,0
1660583728602,255,004_Purchase_Flight_Request,200,OK,Thread Group 1-2,text,true,,1491,817,1,1,https://blazedemo.com/confirmation.php,254,0,0
1660583728602,255,004_Purchase_Flight,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,1491,817,1,1,null,254,0,0
